subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
54,5,v3,3,,toma,no,true,toma,nomodifier,7/25/2019,12:58,1362,2,right,right
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
54,5,v3,4,,wug,yes,true,wug,nomodifier,7/25/2019,12:58,1585,1,left,left
55,6,v3,1,new,sprock,yes,true,sprock,new,7/25/2019,13:41,3862,1,left,left
54,5,v3,5,new,gade,yes,true,gade,new,7/25/2019,12:58,2286,1,left,left
54,5,v3,6,,boti,no,true,boti,nomodifier,7/25/2019,12:58,3018,1,left,left
54,5,v3,7,new,koba,no,true,koba,new,7/25/2019,12:58,1990,2,right,right
55,6,v3,2,new,blicket,no,false,blicket,new,7/25/2019,13:41,25660,1,left,right
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
54,5,v3,8,,zorp,yes,true,zorp,nomodifier,7/25/2019,12:58,3460,1,left,left
55,6,v3,3,,toma,no,false,toma,nomodifier,7/25/2019,13:41,2756,1,left,right
56,3,v4,1,,gade,no,false,gade,nomodifier,7/25/2019,13:41,9528,2,right,left
55,6,v3,4,,wug,yes,true,wug,nomodifier,7/25/2019,13:41,12300,1,left,left
56,3,v4,2,new,toma,yes,true,toma,new,7/25/2019,13:41,22528,2,right,right
55,6,v3,5,,boti,no,false,boti,nomodifier,7/25/2019,13:41,24961,2,right,left
56,3,v4,3,new,wug,no,true,wug,new,7/25/2019,13:41,11765,2,right,right
55,6,v3,6,new,koba,no,false,koba,new,7/25/2019,13:41,7353,1,left,right
56,3,v4,4,,koba,yes,true,koba,nomodifier,7/25/2019,13:41,6461,1,left,left
55,6,v3,7,new,gade,yes,true,gade,new,7/25/2019,13:41,9484,1,left,left
56,3,v4,5,new,boti,yes,true,boti,new,7/25/2019,13:41,6988,2,right,right
56,3,v4,6,new,zorp,no,true,zorp,new,7/25/2019,13:41,5050,2,right,right
55,6,v3,8,,zorp,yes,true,zorp,nomodifier,7/25/2019,13:41,8104,1,left,left
56,3,v4,7,,blicket,yes,true,blicket,nomodifier,7/25/2019,13:41,5509,2,right,right
56,3,v4,8,,sprock,no,true,sprock,nomodifier,7/25/2019,13:41,5812,1,left,left
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
0,0,v1,1,new,sprock,no,false,sprock,new,7/25/2019,14:43,4475,1,left,right
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
0,0,v3,1,new,blicket,no,false,blicket,new,7/25/2019,14:40,3906,2,right,left
0,0,v3,2,,wug,yes,true,wug,nomodifier,7/25/2019,14:40,3262,2,right,right
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
0,0,v1,2,,zorp,no,false,zorp,nomodifier,7/25/2019,14:43,32884,1,left,right
0,0,v3,3,,toma,no,false,toma,nomodifier,7/25/2019,14:40,2955,1,left,right
0,0,v1,1,,boti,yes,true,boti,nomodifier,7/25/2019,14:42,2761,1,left,left
0,0,v3,4,new,sprock,yes,true,sprock,new,7/25/2019,14:40,4270,1,left,left
0,0,v1,2,new,sprock,no,false,sprock,new,7/25/2019,14:42,2507,1,left,right
0,0,v3,5,new,koba,no,false,koba,new,7/25/2019,14:40,2676,2,right,left
0,0,v1,3,new,blicket,yes,true,blicket,new,7/25/2019,14:42,2513,2,right,right
0,0,v3,6,,boti,no,false,boti,nomodifier,7/25/2019,14:40,2703,1,left,right
0,0,v1,4,,zorp,no,false,zorp,nomodifier,7/25/2019,14:42,2641,2,right,left
0,0,v3,7,,zorp,yes,true,zorp,nomodifier,7/25/2019,14:40,3226,1,left,left
0,0,v1,5,new,gade,no,false,gade,new,7/25/2019,14:42,3641,2,right,left
0,0,v3,8,new,gade,yes,true,gade,new,7/25/2019,14:40,3713,1,left,left
0,0,v1,6,,toma,yes,true,toma,nomodifier,7/25/2019,14:42,1675,1,left,left
0,0,v1,7,new,koba,yes,true,koba,new,7/25/2019,14:42,2501,1,left,left
0,0,v1,8,,wug,no,false,wug,nomodifier,7/25/2019,14:42,7040,2,right,left
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
0,0,v3,1,new,blicket,no,true,blicket,new,7/25/2019,14:58,2875,1,left,left
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
57,6,v1,1,,boti,yes,true,boti,nomodifier,7/25/2019,14:56,5705,2,right,right
57,6,v1,2,new,blicket,yes,true,blicket,new,7/25/2019,14:56,6264,2,right,right
57,6,v1,3,,zorp,no,true,zorp,nomodifier,7/25/2019,14:56,4713,2,right,right
57,6,v1,4,new,sprock,no,true,sprock,new,7/25/2019,14:56,1956,1,left,left
57,6,v1,5,,toma,yes,true,toma,nomodifier,7/25/2019,14:56,2711,1,left,left
57,6,v1,6,new,koba,yes,true,koba,new,7/25/2019,14:56,3705,2,right,right
57,6,v1,7,new,gade,no,true,gade,new,7/25/2019,14:56,3347,2,right,right
57,6,v1,8,,wug,no,true,wug,nomodifier,7/25/2019,14:56,3276,2,right,right
0,0,v3,2,,wug,yes,true,wug,nomodifier,7/25/2019,14:58,290813,2,right,right
0,0,v3,3,,toma,no,true,toma,nomodifier,7/25/2019,14:58,2682,2,right,right
0,0,v3,4,new,sprock,yes,true,sprock,new,7/25/2019,14:58,2685,2,right,right
0,0,v3,5,new,koba,no,true,koba,new,7/25/2019,14:58,2426,1,left,left
0,0,v3,6,,boti,no,false,boti,nomodifier,7/25/2019,14:58,2505,2,right,left
0,0,v3,7,,zorp,yes,true,zorp,nomodifier,7/25/2019,14:58,1420,2,right,right
0,0,v3,8,new,gade,yes,true,gade,new,7/25/2019,14:58,2327,1,left,left
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
58,3,v4,1,,gade,no,false,gade,nomodifier,7/25/2019,15:03,19100,1,left,right
58,3,v4,2,new,wug,no,true,wug,new,7/25/2019,15:03,7632,2,right,right
58,3,v4,3,new,toma,yes,true,toma,new,7/25/2019,15:03,4191,2,right,right
58,3,v4,4,,koba,yes,true,koba,nomodifier,7/25/2019,15:03,4290,2,right,right
58,3,v4,5,new,boti,yes,false,boti,new,7/25/2019,15:03,5163,1,left,right
58,3,v4,6,new,zorp,no,true,zorp,new,7/25/2019,15:03,3658,1,left,left
58,3,v4,7,,sprock,no,true,sprock,nomodifier,7/25/2019,15:03,6621,2,right,right
58,3,v4,8,,blicket,yes,true,blicket,nomodifier,7/25/2019,15:03,3097,2,right,right
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
59,4,v3,1,,toma,no,false,toma,nomodifier,7/25/2019,14:53,4420,2,right,left
59,4,v3,2,,wug,yes,true,wug,nomodifier,7/25/2019,14:53,5589,2,right,right
59,4,v3,3,new,blicket,no,true,blicket,new,7/25/2019,14:53,3456,2,right,right
59,4,v3,4,new,sprock,yes,true,sprock,new,7/25/2019,14:53,4493,2,right,right
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
59,4,v3,5,new,koba,no,false,koba,new,7/25/2019,14:53,2792,1,left,right
60,3,v4,1,,koba,yes,true,koba,nomodifier,7/25/2019,15:10,6605,2,right,right
59,4,v3,6,,zorp,yes,false,zorp,nomodifier,7/25/2019,14:53,2697,1,left,right
60,3,v4,2,,gade,no,false,gade,nomodifier,7/25/2019,15:10,5823,1,left,right
59,4,v3,7,new,gade,yes,false,gade,new,7/25/2019,14:53,5302,2,right,left
59,4,v3,8,,boti,no,false,boti,nomodifier,7/25/2019,14:53,2642,1,left,right
60,3,v4,3,new,toma,yes,false,toma,new,7/25/2019,15:10,5597,2,right,left
60,3,v4,4,new,wug,no,false,wug,new,7/25/2019,15:10,8393,1,left,right
60,3,v4,5,new,boti,yes,false,boti,new,7/25/2019,15:10,4959,1,left,right
60,3,v4,6,,sprock,no,false,sprock,nomodifier,7/25/2019,15:10,4840,1,left,right
60,3,v4,7,new,zorp,no,false,zorp,new,7/25/2019,15:10,5094,2,right,left
60,3,v4,8,,blicket,yes,false,blicket,nomodifier,7/25/2019,15:10,4917,1,left,right
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
61,5,v4,1,,koba,yes,true,koba,nomodifier,7/25/2019,15:45,3367,1,left,left
61,5,v4,2,,gade,no,true,gade,nomodifier,7/25/2019,15:45,3762,2,right,right
61,5,v4,3,new,toma,yes,true,toma,new,7/25/2019,15:45,1738,2,right,right
61,5,v4,4,new,wug,no,true,wug,new,7/25/2019,15:45,2183,2,right,right
61,5,v4,5,new,zorp,no,true,zorp,new,7/25/2019,15:45,5680,1,left,left
61,5,v4,6,,blicket,yes,true,blicket,nomodifier,7/25/2019,15:45,3885,2,right,right
61,5,v4,7,,sprock,no,false,sprock,nomodifier,7/25/2019,15:45,4923,1,left,right
61,5,v4,8,new,boti,yes,true,boti,new,7/25/2019,15:45,2249,2,right,right
