subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
38,6,v2,2,,sprock,yes,true,sprock,nomodifier,1/27/2020,11:39,5291,1,left,left,true,true,gade
38,6,v2,3,new,wug,yes,true,wug,new,1/27/2020,11:39,4003,1,left,left,false,false,zorp
38,6,v2,4,,blicket,no,true,blicket,nomodifier,1/27/2020,11:39,4057,2,right,right,false,true,koba
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
39,3,v7,1,,zorp,yes,false,zorp,nomodifier,1/27/2020,11:40,8765,2,right,left,true,false,wug
39,3,v7,2,,boti,no,false,boti,nomodifier,1/27/2020,11:40,4277,1,left,right,false,false,toma
39,3,v7,3,new,gade,yes,false,gade,new,1/27/2020,11:40,4275,2,right,left,false,true,sprock
39,3,v7,4,new,koba,no,true,koba,new,1/27/2020,11:40,5298,1,left,left,true,true,blicket
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
40,3,v7,1,new,koba,no,false,koba,new,1/27/2020,11:52,10814,1,left,right,false,false,blicket
41,3,v5,1,new,koba,yes,true,koba,new,1/27/2020,11:52,9659,1,left,left,true,true,blicket
41,3,v5,2,new,gade,no,false,gade,new,1/27/2020,11:52,4107,1,left,right,false,false,sprock
40,3,v7,2,new,gade,yes,false,gade,new,1/27/2020,11:52,4562,1,left,right,true,true,sprock
41,3,v5,3,,wug,no,true,wug,nomodifier,1/27/2020,11:52,6757,2,right,right,true,false,zorp
40,3,v7,3,,boti,no,true,boti,nomodifier,1/27/2020,11:52,7531,2,right,right,false,true,toma
41,3,v5,4,,toma,yes,true,toma,nomodifier,1/27/2020,11:52,5242,2,right,right,false,true,boti
40,3,v7,4,,zorp,yes,false,zorp,nomodifier,1/27/2020,11:52,5295,2,right,left,true,false,wug
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
42,3,v5,1,,toma,yes,false,toma,nomodifier,1/27/2020,11:55,11293,2,right,left,false,true,boti
42,3,v5,2,new,gade,no,true,gade,new,1/27/2020,11:55,7494,1,left,left,true,true,sprock
42,3,v5,3,,wug,no,true,wug,nomodifier,1/27/2020,11:55,8619,2,right,right,true,false,zorp
42,3,v5,4,new,koba,yes,true,koba,new,1/27/2020,11:55,7188,1,left,left,false,false,blicket
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
43,4,v2,1,new,wug,yes,true,wug,new,1/27/2020,12:03,10781,2,right,right,true,false,zorp
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
43,4,v2,2,,blicket,no,true,blicket,nomodifier,1/27/2020,12:03,9498,2,right,right,false,true,koba
44,3,v1,1,,zorp,no,false,zorp,nomodifier,1/27/2020,12:04,26119,1,left,right,false,false,wug
43,4,v2,3,new,toma,no,false,toma,new,1/27/2020,12:03,21970,1,left,right,false,false,boti
44,3,v1,2,,boti,yes,true,boti,nomodifier,1/27/2020,12:04,7549,1,left,left,true,true,toma
43,4,v2,4,,sprock,yes,true,sprock,nomodifier,1/27/2020,12:03,5237,1,left,left,true,true,gade
44,3,v1,3,new,blicket,yes,true,blicket,new,1/27/2020,12:04,7542,2,right,right,true,false,koba
44,3,v1,4,new,sprock,no,true,sprock,new,1/27/2020,12:04,6937,2,right,right,false,true,gade
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
45,4,v2,1,new,wug,yes,false,wug,new,1/27/2020,12:09,5742,1,left,right,false,false,zorp
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
45,4,v2,2,new,toma,no,false,toma,new,1/27/2020,12:09,5130,2,right,left,true,false,boti
46,6,v3,1,new,sprock,yes,true,sprock,new,1/27/2020,12:09,4134,1,left,left,true,true,gade
45,4,v2,3,,blicket,no,false,blicket,nomodifier,1/27/2020,12:09,5771,1,left,right,true,true,koba
46,6,v3,2,,wug,yes,true,wug,nomodifier,1/27/2020,12:09,5026,2,right,right,true,false,zorp
45,4,v2,4,,sprock,yes,false,sprock,nomodifier,1/27/2020,12:09,5225,2,right,left,false,true,gade
46,6,v3,3,,toma,no,true,toma,nomodifier,1/27/2020,12:09,5092,2,right,right,false,true,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,6,v6,1,,koba,no,true,koba,nomodifier,1/27/2020,12:11,5418,2,right,right,false,true,blicket
0,6,v6,2,new,zorp,yes,true,zorp,new,1/27/2020,12:11,4955,2,right,right,true,false,wug
0,6,v6,3,new,boti,no,true,boti,new,1/27/2020,12:11,5202,1,left,left,false,false,toma
0,6,v6,4,,gade,yes,true,gade,nomodifier,1/27/2020,12:11,4859,1,left,left,true,true,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
47,6,v6,1,,gade,yes,true,gade,nomodifier,1/27/2020,12:16,5573,1,left,left,false,false,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
47,6,v6,2,,koba,no,true,koba,nomodifier,1/27/2020,12:16,6827,2,right,right,true,false,blicket
48,3,v6,1,,gade,yes,true,gade,nomodifier,1/27/2020,12:16,7509,1,left,left,true,true,sprock
47,6,v6,3,new,zorp,yes,true,zorp,new,1/27/2020,12:16,5737,2,right,right,false,true,wug
48,3,v6,2,new,zorp,yes,false,zorp,new,1/27/2020,12:16,6795,1,left,right,false,false,wug
47,6,v6,4,new,boti,no,true,boti,new,1/27/2020,12:16,4196,1,left,left,true,true,toma
48,3,v6,3,,koba,no,true,koba,nomodifier,1/27/2020,12:16,6957,2,right,right,true,false,blicket
48,3,v6,4,new,boti,no,true,boti,new,1/27/2020,12:16,8544,2,right,right,false,true,toma
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
49,6,v4,1,,koba,yes,true,koba,nomodifier,1/27/2020,12:18,7404,1,left,left,false,false,blicket
49,6,v4,2,new,wug,no,true,wug,new,1/27/2020,12:18,7459,2,right,right,false,true,zorp
49,6,v4,3,,gade,no,true,gade,nomodifier,1/27/2020,12:18,7383,2,right,right,true,false,sprock
49,6,v4,4,new,toma,yes,true,toma,new,1/27/2020,12:18,4910,1,left,left,true,true,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
50,3,v5,1,new,koba,yes,true,koba,new,1/27/2020,12:25,12011,1,left,left,false,false,blicket
50,3,v5,2,,toma,yes,true,toma,nomodifier,1/27/2020,12:25,10759,2,right,right,false,true,boti
50,3,v5,3,new,gade,no,false,gade,new,1/27/2020,12:25,17126,1,left,right,true,true,sprock
50,3,v5,4,,wug,no,false,wug,nomodifier,1/27/2020,12:25,4248,2,right,left,true,false,zorp
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
51,4,v2,1,,blicket,no,true,blicket,nomodifier,1/27/2020,12:37,6866,1,left,left,true,true,koba
51,4,v2,2,,sprock,yes,true,sprock,nomodifier,1/27/2020,12:37,4371,1,left,left,false,false,gade
51,4,v2,3,new,toma,no,true,toma,new,1/27/2020,12:37,5102,2,right,right,false,true,boti
51,4,v2,4,new,wug,yes,true,wug,new,1/27/2020,12:37,4384,2,right,right,true,false,zorp
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
52,5,v3,1,,wug,yes,true,wug,nomodifier,1/27/2020,12:49,6870,2,right,right,true,false,zorp
52,5,v3,2,new,blicket,no,true,blicket,new,1/27/2020,12:49,7290,1,left,left,false,false,koba
52,5,v3,3,,toma,no,true,toma,nomodifier,1/27/2020,12:49,5003,2,right,right,false,true,boti
52,5,v3,4,new,sprock,yes,false,sprock,new,1/27/2020,12:49,5416,1,left,right,true,true,gade
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,7,v3,1,,wug,yes,true,wug,nomodifier,1/27/2020,13:07,8242,1,left,left,true,true,zorp
0,7,v3,2,,toma,no,false,toma,nomodifier,1/27/2020,13:07,5887,2,right,left,false,true,boti
0,7,v3,3,new,sprock,yes,true,sprock,new,1/27/2020,13:07,5138,1,left,left,false,false,gade
0,7,v3,4,new,blicket,no,false,blicket,new,1/27/2020,13:07,5455,2,right,left,true,false,koba
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,4,v5,1,new,koba,yes,true,koba,new,1/27/2020,13:15,5489,2,right,right,false,true,blicket
0,4,v5,2,new,gade,no,false,gade,new,1/27/2020,13:15,5193,1,left,right,false,false,sprock
0,4,v5,3,,wug,no,false,wug,nomodifier,1/27/2020,13:15,5606,2,right,left,true,false,zorp
0,4,v5,4,,toma,yes,false,toma,nomodifier,1/27/2020,13:15,5870,1,left,right,true,true,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
53,4,v4,1,,koba,yes,false,koba,nomodifier,1/27/2020,13:19,12268,1,left,right,true,true,blicket
53,4,v4,2,,gade,no,false,gade,nomodifier,1/27/2020,13:19,9671,1,left,right,false,false,sprock
53,4,v4,3,new,toma,yes,true,toma,new,1/27/2020,13:19,7206,2,right,right,false,true,boti
53,4,v4,4,new,wug,no,false,wug,new,1/27/2020,13:19,7190,2,right,left,true,false,zorp
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
54,5,v8,1,,blicket,yes,true,blicket,nomodifier,1/27/2020,13:31,5715,1,left,left,false,false,koba
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
54,5,v8,2,,sprock,no,true,sprock,nomodifier,1/27/2020,13:31,6895,1,left,left,true,true,gade
0,7,v8,1,new,boti,yes,true,boti,new,1/27/2020,13:31,5149,1,left,left,true,true,toma
54,5,v8,3,new,zorp,no,true,zorp,new,1/27/2020,13:31,5589,2,right,right,false,true,wug
0,7,v8,2,new,zorp,no,false,zorp,new,1/27/2020,13:31,5275,1,left,right,false,false,wug
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v2,1,,sprock,yes,false,sprock,nomodifier,2/13/2020,10:39,7319,2,right,left,false,true,gade
0,0,v2,2,,blicket,no,false,blicket,nomodifier,2/13/2020,10:39,7191,1,left,right,false,false,koba
0,0,v2,3,new,wug,yes,false,wug,new,2/13/2020,10:39,17210,1,left,right,true,true,zorp
0,0,v2,4,new,toma,no,false,toma,new,2/13/2020,10:39,46339,2,right,left,true,false,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
55,3,v4,1,new,wug,no,true,wug,new,2/13/2020,10:59,6758,1,left,left,false,false,zorp
55,3,v4,2,,gade,no,false,gade,nomodifier,2/13/2020,10:59,5234,1,left,right,true,true,sprock
55,3,v4,3,new,toma,yes,false,toma,new,2/13/2020,10:59,5629,2,right,left,true,false,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
56,3,v1,1,,boti,yes,false,boti,nomodifier,2/13/2020,11:50,5140,1,left,right,false,false,toma
56,3,v1,2,new,sprock,no,false,sprock,new,2/13/2020,11:50,5304,2,right,left,true,false,gade
56,3,v1,3,,zorp,no,false,zorp,nomodifier,2/13/2020,11:50,5264,2,right,left,false,true,wug
56,3,v1,4,new,blicket,yes,true,blicket,new,2/13/2020,11:50,5351,1,left,left,true,true,koba
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
57,3,v3,1,,toma,no,true,toma,nomodifier,2/13/2020,12:02,38497,2,right,right,true,false,boti
57,3,v3,2,,wug,yes,true,wug,nomodifier,2/13/2020,12:02,7631,2,right,right,false,true,zorp
57,3,v3,3,new,blicket,no,true,blicket,new,2/13/2020,12:02,4418,1,left,left,false,false,koba
57,3,v3,4,new,sprock,yes,true,sprock,new,2/13/2020,12:02,6036,1,left,left,true,true,gade
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
58,6,v8,1,new,zorp,no,true,zorp,new,2/13/2020,12:08,7050,1,left,left,true,true,wug
58,6,v8,2,new,boti,yes,false,boti,new,2/13/2020,12:08,5396,2,right,left,true,false,toma
58,6,v8,3,,blicket,yes,true,blicket,nomodifier,2/13/2020,12:08,5567,1,left,left,false,false,koba
58,6,v8,4,,sprock,no,true,sprock,nomodifier,2/13/2020,12:08,5021,2,right,right,false,true,gade
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
59,5,v4,1,new,wug,no,false,wug,new,2/13/2020,12:21,7559,2,right,left,false,true,zorp
59,5,v4,2,new,toma,yes,true,toma,new,2/13/2020,12:21,7372,1,left,left,true,true,boti
59,5,v4,3,,koba,yes,true,koba,nomodifier,2/13/2020,12:21,5503,1,left,left,false,false,blicket
59,5,v4,4,,gade,no,true,gade,nomodifier,2/13/2020,12:21,5135,2,right,right,true,false,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
60,5,v7,1,new,gade,yes,true,gade,new,2/13/2020,12:30,10865,2,right,right,true,false,sprock
60,5,v7,2,,zorp,yes,true,zorp,nomodifier,2/13/2020,12:30,5953,2,right,right,false,true,wug
60,5,v7,3,new,koba,no,true,koba,new,2/13/2020,12:30,5803,1,left,left,false,false,blicket
60,5,v7,4,,boti,no,true,boti,nomodifier,2/13/2020,12:30,4954,1,left,left,true,true,toma
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,4,v2,1,,sprock,yes,true,sprock,nomodifier,2/13/2020,12:35,8867,1,left,left,false,false,gade
0,4,v2,2,new,toma,no,true,toma,new,2/13/2020,12:35,14493,1,left,left,true,true,boti
0,4,v2,3,new,wug,yes,false,wug,new,2/13/2020,12:35,6868,2,right,left,false,true,zorp
0,4,v2,4,,blicket,no,true,blicket,nomodifier,2/13/2020,12:35,5632,2,right,right,true,false,koba
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
61,6,v4,1,,koba,yes,true,koba,nomodifier,2/13/2020,12:43,5270,1,left,left,false,false,blicket
61,6,v4,2,new,wug,no,false,wug,new,2/13/2020,12:43,18062,2,right,left,false,true,zorp
61,6,v4,3,,gade,no,false,gade,nomodifier,2/13/2020,12:43,5624,2,right,left,true,false,sprock
61,6,v4,4,new,toma,yes,true,toma,new,2/13/2020,12:43,5227,1,left,left,true,true,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
62,6,v1,1,new,sprock,no,false,sprock,new,2/22/2020,10:37,8275,1,left,right,true,true,gade
62,6,v1,2,,boti,yes,true,boti,nomodifier,2/22/2020,10:37,5101,2,right,right,true,false,toma
62,6,v1,3,new,blicket,yes,true,blicket,new,2/22/2020,10:37,7511,2,right,right,false,true,koba
62,6,v1,4,,zorp,no,false,zorp,nomodifier,2/22/2020,10:37,5290,1,left,right,false,false,wug
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
62,4,v6,1,new,boti,no,false,boti,new,2/22/2020,10:41,8096,2,right,left,false,true,toma
62,4,v6,2,,koba,no,true,koba,nomodifier,2/22/2020,10:41,5335,2,right,right,true,false,blicket
62,4,v6,3,,gade,yes,true,gade,nomodifier,2/22/2020,10:41,6088,1,left,left,false,false,sprock
62,4,v6,4,new,zorp,yes,true,zorp,new,2/22/2020,10:41,5187,1,left,left,true,true,wug
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
64,5,v4,1,new,wug,no,true,wug,new,2/22/2020,11:01,5546,2,right,right,true,false,zorp
64,5,v4,2,,gade,no,true,gade,nomodifier,2/22/2020,11:01,12624,2,right,right,false,true,sprock
64,5,v4,3,,koba,yes,true,koba,nomodifier,2/22/2020,11:01,5146,1,left,left,false,false,blicket
64,5,v4,4,new,toma,yes,true,toma,new,2/22/2020,11:01,5272,1,left,left,true,true,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
65,6,v4,1,new,wug,no,true,wug,new,2/22/2020,11:06,6890,2,right,right,false,true,zorp
65,6,v4,2,new,toma,yes,true,toma,new,2/22/2020,11:06,5067,1,left,left,true,true,boti
65,6,v4,3,,gade,no,true,gade,nomodifier,2/22/2020,11:06,6272,1,left,left,false,false,sprock
65,6,v4,4,,koba,yes,true,koba,nomodifier,2/22/2020,11:06,7352,2,right,right,true,false,blicket
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
66,3,v1,1,new,sprock,no,true,sprock,new,2/22/2020,12:49,5631,1,left,left,false,false,gade
66,3,v1,2,new,blicket,yes,true,blicket,new,2/22/2020,12:49,5383,2,right,right,false,true,koba
66,3,v1,3,,boti,yes,false,boti,nomodifier,2/22/2020,12:49,5444,2,right,left,true,false,toma
66,3,v1,4,,zorp,no,true,zorp,nomodifier,2/22/2020,12:49,5510,1,left,left,true,true,wug
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
67,6,v4,1,,koba,yes,true,koba,nomodifier,2/22/2020,12:56,7217,2,right,right,false,true,blicket
67,6,v4,2,new,toma,yes,true,toma,new,2/22/2020,12:56,5699,1,left,left,false,false,boti
67,6,v4,3,new,wug,no,true,wug,new,2/22/2020,12:56,8149,1,left,left,true,true,zorp
67,6,v4,4,,gade,no,false,gade,nomodifier,2/22/2020,12:56,5657,2,right,left,true,false,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
68,5,v5,1,,wug,no,true,wug,nomodifier,2/22/2020,12:58,12283,1,left,left,false,false,zorp
68,5,v5,2,new,koba,yes,true,koba,new,2/22/2020,12:58,9799,2,right,right,false,true,blicket
68,5,v5,3,,toma,yes,true,toma,nomodifier,2/22/2020,12:58,5508,1,left,left,true,true,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
69,5,v4,1,new,wug,no,true,wug,new,2/22/2020,13:07,5272,1,left,left,true,true,zorp
69,5,v4,2,,koba,yes,true,koba,nomodifier,2/22/2020,13:07,5374,2,right,right,false,true,blicket
69,5,v4,3,new,toma,yes,true,toma,new,2/22/2020,13:07,5048,2,right,right,true,false,boti
69,5,v4,4,,gade,no,false,gade,nomodifier,2/22/2020,13:07,12737,1,left,right,false,false,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
70,6,v8,1,new,zorp,no,false,zorp,new,2/22/2020,13:36,5023,1,left,right,true,true,wug
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
70,6,v8,2,new,boti,yes,true,boti,new,2/22/2020,13:43,4736,2,right,right,true,false,toma
70,6,v8,3,new,zorp,no,false,zorp,new,2/22/2020,13:43,4630,2,right,left,false,true,wug
70,6,v8,4,,sprock,no,true,sprock,nomodifier,2/22/2020,13:43,5149,1,left,left,true,true,gade
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
71,5,v8,1,,sprock,no,true,sprock,nomodifier,2/22/2020,13:52,6327,1,left,left,true,true,gade
71,5,v8,2,,blicket,yes,true,blicket,nomodifier,2/22/2020,13:52,4974,2,right,right,false,true,koba
71,5,v8,3,new,boti,yes,true,boti,new,2/22/2020,13:52,4414,1,left,left,false,false,toma
71,5,v8,4,new,zorp,no,true,zorp,new,2/22/2020,13:52,5336,2,right,right,true,false,wug
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
72,4,v4,1,new,toma,yes,true,toma,new,2/22/2020,13:56,5483,2,right,right,true,false,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
72,4,v6,1,,koba,no,true,koba,nomodifier,2/22/2020,14:00,7394,1,left,left,false,false,blicket
72,4,v6,2,new,boti,no,true,boti,new,2/22/2020,14:00,5136,2,right,right,true,false,toma
72,4,v6,3,,gade,yes,false,gade,nomodifier,2/22/2020,14:00,5553,2,right,left,false,true,sprock
