subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v2,2,new,toma,no,true,toma,new,12/3/2019,11:09,5033,1,left,left,false,false,boti
0,0,v5,1,new,koba,yes,false,koba,new,12/3/2019,11:09,5196,2,right,left,true,false,blicket
0,0,v2,3,,sprock,yes,true,sprock,nomodifier,12/3/2019,11:09,5311,2,right,right,true,false,gade
0,0,v2,4,new,wug,yes,true,wug,new,12/3/2019,11:09,4143,2,right,right,false,true,zorp
0,0,v5,2,new,gade,no,true,gade,new,12/3/2019,11:09,7384,1,left,left,true,true,sprock
0,0,v5,3,,wug,no,false,wug,nomodifier,12/3/2019,11:09,4610,2,right,left,false,true,zorp
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v5,4,,toma,yes,true,toma,nomodifier,12/3/2019,11:09,4892,1,left,left,false,false,boti
0,0,v7,1,,zorp,yes,true,zorp,nomodifier,12/3/2019,11:11,6356,2,right,right,false,true,wug
0,0,v7,2,new,koba,no,true,koba,new,12/3/2019,11:11,5956,1,left,left,false,false,blicket
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v7,3,,boti,no,false,boti,nomodifier,12/3/2019,11:11,8390,2,right,left,true,false,toma
0,0,v6,1,new,zorp,yes,false,zorp,new,12/3/2019,11:12,5118,2,right,left,true,false,wug
0,0,v7,4,new,gade,yes,true,gade,new,12/3/2019,11:11,4583,1,left,left,true,true,sprock
0,0,v6,2,new,boti,no,true,boti,new,12/3/2019,11:12,4688,1,left,left,false,false,toma
0,0,v6,3,,koba,no,true,koba,nomodifier,12/3/2019,11:12,4505,1,left,left,true,true,blicket
0,0,v6,4,,gade,yes,true,gade,nomodifier,12/3/2019,11:12,5057,2,right,right,false,true,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v8,1,,blicket,yes,true,blicket,nomodifier,12/3/2019,11:13,5270,1,left,left,false,false,koba
0,0,v4,1,,koba,yes,true,koba,nomodifier,12/3/2019,11:14,6211,2,right,right,true,false,blicket
0,0,v4,2,,gade,no,true,gade,nomodifier,12/3/2019,11:14,4116,1,left,left,true,true,sprock
0,0,v8,2,new,boti,yes,true,boti,new,12/3/2019,11:13,22068,2,right,right,false,true,toma
0,0,v4,3,new,toma,yes,false,toma,new,12/3/2019,11:14,5257,1,left,right,false,false,boti
0,0,v8,3,new,zorp,no,true,zorp,new,12/3/2019,11:13,5415,1,left,left,true,true,wug
0,0,v4,4,new,wug,no,true,wug,new,12/3/2019,11:14,6767,2,right,right,false,true,zorp
0,0,v8,4,,sprock,no,true,sprock,nomodifier,12/3/2019,11:13,6804,2,right,right,true,false,gade
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v4,1,,gade,no,true,gade,nomodifier,12/3/2019,11:16,5711,1,left,left,false,false,sprock
0,0,v1,1,new,sprock,no,true,sprock,new,12/3/2019,11:16,6761,2,right,right,false,true,gade
0,0,v4,2,new,toma,yes,false,toma,new,12/3/2019,11:16,11658,1,left,right,true,true,boti
0,0,v1,2,,boti,yes,true,boti,nomodifier,12/3/2019,11:16,6914,1,left,left,false,false,toma
0,0,v4,3,new,wug,no,true,wug,new,12/3/2019,11:16,5406,2,right,right,false,true,zorp
0,0,v1,3,,zorp,no,true,zorp,nomodifier,12/3/2019,11:16,4002,1,left,left,true,true,wug
0,0,v4,4,,koba,yes,true,koba,nomodifier,12/3/2019,11:16,6104,2,right,right,true,false,blicket
0,0,v1,4,new,blicket,yes,true,blicket,new,12/3/2019,11:16,7507,2,right,right,true,false,koba
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v6,1,new,boti,no,false,boti,new,12/3/2019,11:18,10243,2,right,left,true,false,toma
0,0,v4,1,,gade,no,false,gade,nomodifier,12/3/2019,11:18,4111,1,left,right,false,false,sprock
0,0,v6,2,new,zorp,yes,true,zorp,new,12/3/2019,11:18,7728,1,left,left,true,true,wug
0,0,v4,2,new,wug,no,true,wug,new,12/3/2019,11:18,4840,2,right,right,true,false,zorp
0,0,v6,3,,koba,no,true,koba,nomodifier,12/3/2019,11:18,21233,1,left,left,false,false,blicket
0,0,v4,3,,koba,yes,true,koba,nomodifier,12/3/2019,11:18,16666,1,left,left,true,true,blicket
0,0,v6,4,,gade,yes,false,gade,nomodifier,12/3/2019,11:18,4523,2,right,left,false,true,sprock
0,0,v4,4,new,toma,yes,false,toma,new,12/3/2019,11:18,12868,2,right,left,false,true,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v1,1,,zorp,no,true,zorp,nomodifier,12/3/2019,11:21,30683,1,left,left,false,false,wug
0,0,v1,1,,boti,yes,false,boti,nomodifier,12/3/2019,11:21,33242,2,right,left,false,true,toma
0,0,v1,2,new,blicket,yes,true,blicket,new,12/3/2019,11:21,30397,1,left,left,true,true,koba
0,0,v1,2,,boti,yes,false,boti,nomodifier,12/3/2019,11:21,32729,2,right,left,false,true,toma
0,0,v1,3,new,sprock,no,true,sprock,new,12/3/2019,11:21,5271,2,right,right,true,false,gade
0,0,v1,3,new,blicket,yes,false,blicket,new,12/3/2019,11:21,9658,2,right,left,true,false,koba
0,0,v1,4,,zorp,no,true,zorp,nomodifier,12/3/2019,11:21,5291,1,left,left,false,false,wug
0,0,v1,4,new,sprock,no,true,sprock,new,12/3/2019,11:21,4017,1,left,left,true,true,gade
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v5,1,,wug,no,true,wug,nomodifier,12/3/2019,11:24,37652,1,left,left,false,false,zorp
0,0,v7,1,,boti,no,true,boti,nomodifier,12/3/2019,11:24,35534,1,left,left,true,true,toma
0,0,v5,2,,toma,yes,true,toma,nomodifier,12/3/2019,11:24,4493,2,right,right,true,false,boti
0,0,v7,2,new,koba,no,false,koba,new,12/3/2019,11:24,4909,2,right,left,true,false,blicket
0,0,v5,3,new,gade,no,true,gade,new,12/3/2019,11:24,4735,2,right,right,false,true,sprock
0,0,v7,3,,zorp,yes,true,zorp,nomodifier,12/3/2019,11:24,7661,1,left,left,false,false,wug
0,0,v5,4,new,koba,yes,true,koba,new,12/3/2019,11:24,58294,1,left,left,true,true,blicket
0,0,v7,4,new,gade,yes,false,gade,new,12/3/2019,11:24,180636,2,right,left,false,true,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v7,1,,zorp,yes,true,zorp,nomodifier,12/3/2019,11:33,5508,1,left,left,false,false,wug
0,0,v4,1,,gade,no,true,gade,nomodifier,12/3/2019,11:33,7541,2,right,right,true,false,sprock
0,0,v7,2,new,koba,no,false,koba,new,12/3/2019,11:33,5142,2,right,left,false,true,blicket
0,0,v4,2,new,wug,no,true,wug,new,12/3/2019,11:33,8177,1,left,left,true,true,zorp
0,0,v4,3,,koba,yes,false,koba,nomodifier,12/3/2019,11:33,5014,1,left,right,false,false,blicket
0,0,v7,3,,boti,no,true,boti,nomodifier,12/3/2019,11:33,10075,1,left,left,true,true,toma
0,0,v4,4,new,toma,yes,true,toma,new,12/3/2019,11:33,5005,2,right,right,false,true,boti
0,0,v7,4,new,gade,yes,false,gade,new,12/3/2019,11:33,7388,2,right,left,true,false,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v8,1,,blicket,yes,false,blicket,nomodifier,12/3/2019,11:35,3993,1,left,right,false,false,koba
0,0,v3,1,new,blicket,no,true,blicket,new,12/3/2019,11:35,6420,1,left,left,false,false,koba
0,0,v8,2,new,boti,yes,true,boti,new,12/3/2019,11:35,4828,1,left,left,true,true,toma
0,0,v3,2,,toma,no,true,toma,nomodifier,12/3/2019,11:35,5036,2,right,right,true,false,boti
0,0,v8,3,new,zorp,no,true,zorp,new,12/3/2019,11:35,5528,2,right,right,true,false,wug
0,0,v3,3,,wug,yes,true,wug,nomodifier,12/3/2019,11:35,4636,1,left,left,true,true,zorp
0,0,v8,4,,sprock,no,true,sprock,nomodifier,12/3/2019,11:35,7254,2,right,right,false,true,gade
0,0,v3,4,new,sprock,yes,true,sprock,new,12/3/2019,11:35,8386,2,right,right,false,true,gade
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v1,1,,boti,yes,true,boti,nomodifier,12/3/2019,11:41,15709,1,left,left,true,true,toma
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v5,1,,toma,yes,true,toma,nomodifier,12/3/2019,11:49,5962,1,left,left,true,true,boti
0,0,v5,2,new,koba,yes,true,koba,new,12/3/2019,11:49,5775,1,left,left,false,false,blicket
0,0,v5,3,,wug,no,true,wug,nomodifier,12/3/2019,11:49,5078,2,right,right,true,false,zorp
0,0,v5,4,new,gade,no,true,gade,new,12/3/2019,11:49,5418,2,right,right,false,true,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
1,5,v1,1,new,sprock,no,false,sprock,new,12/3/2019,12:36,7914,2,right,left,false,true,gade
1,5,v1,2,,boti,yes,true,boti,nomodifier,12/3/2019,12:36,5221,1,left,left,true,true,toma
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
1,5,v1,3,,zorp,no,true,zorp,nomodifier,12/3/2019,12:36,5509,1,left,left,false,false,wug
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
1,5,v1,4,new,blicket,yes,false,blicket,new,12/3/2019,12:36,5502,2,right,left,true,false,koba
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
2,3,v8,1,new,zorp,no,false,zorp,new,12/3/2019,12:55,17121,1,left,right,true,true,wug
2,3,v8,2,new,boti,yes,true,boti,new,12/3/2019,12:55,11245,2,right,right,true,false,toma
2,3,v8,3,,sprock,no,false,sprock,nomodifier,12/3/2019,12:55,11194,1,left,right,false,false,gade
2,3,v8,4,,blicket,yes,true,blicket,nomodifier,12/3/2019,12:55,8008,2,right,right,false,true,koba
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v2,1,new,toma,no,false,toma,new,12/3/2019,13:01,4791,1,left,right,false,false,boti
0,0,v2,2,new,wug,yes,false,wug,new,12/3/2019,13:01,4592,2,right,left,false,true,zorp
0,0,v2,3,,blicket,no,false,blicket,nomodifier,12/3/2019,13:01,4684,1,left,right,true,true,koba
0,0,v2,4,,sprock,yes,false,sprock,nomodifier,12/3/2019,13:01,4650,2,right,left,true,false,gade
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
3,4,v6,1,,koba,no,false,koba,nomodifier,12/3/2019,13:11,11620,1,left,right,true,true,blicket
3,4,v6,2,new,boti,no,false,boti,new,12/3/2019,13:11,8497,1,left,right,false,false,toma
3,4,v6,3,new,zorp,yes,false,zorp,new,12/3/2019,13:11,7778,2,right,left,false,true,wug
3,4,v6,4,,gade,yes,true,gade,nomodifier,12/3/2019,13:11,8486,2,right,right,true,false,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v8,1,,blicket,yes,false,blicket,nomodifier,12/3/2019,13:01,6011,2,right,left,true,false,koba
0,0,v8,2,new,boti,yes,false,boti,new,12/3/2019,13:01,5125,2,right,left,false,true,toma
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v8,3,new,zorp,no,true,zorp,new,12/3/2019,13:01,5093,1,left,left,false,false,wug
0,0,v4,1,new,wug,no,true,wug,new,12/3/2019,13:16,4592,1,left,left,true,true,zorp
0,0,v8,4,,sprock,no,true,sprock,nomodifier,12/3/2019,13:01,4412,1,left,left,true,true,gade
0,0,v4,2,,koba,yes,false,koba,nomodifier,12/3/2019,13:16,4409,1,left,right,false,false,blicket
0,0,v4,3,new,toma,yes,true,toma,new,12/3/2019,13:16,8786,2,right,right,true,false,boti
0,0,v4,4,,gade,no,false,gade,nomodifier,12/3/2019,13:16,4262,2,right,left,false,true,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v6,1,new,zorp,yes,true,zorp,new,12/3/2019,13:17,4765,2,right,right,false,true,wug
0,0,v6,2,,koba,no,false,koba,nomodifier,12/3/2019,13:17,4419,2,right,left,true,false,blicket
0,0,v6,3,,gade,yes,false,gade,nomodifier,12/3/2019,13:17,6499,1,left,right,false,false,sprock
0,0,v6,4,new,boti,no,true,boti,new,12/3/2019,13:17,22757,1,left,left,true,true,toma
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
4,6,v5,1,,toma,yes,false,toma,nomodifier,12/3/2019,13:43,9682,2,right,left,false,true,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
5,6,v1,1,,zorp,no,false,zorp,nomodifier,12/3/2019,13:45,10720,2,right,left,false,true,wug
5,6,v1,2,new,sprock,no,true,sprock,new,12/3/2019,13:45,5913,1,left,left,true,true,gade
5,6,v1,3,new,blicket,yes,true,blicket,new,12/3/2019,13:45,4590,2,right,right,true,false,koba
5,6,v1,4,,boti,yes,true,boti,nomodifier,12/3/2019,13:45,4402,1,left,left,false,false,toma
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v5,1,,toma,yes,false,toma,nomodifier,12/3/2019,13:48,13142,2,right,left,false,true,boti
0,0,v5,2,new,gade,no,true,gade,new,12/3/2019,13:48,9579,2,right,right,true,false,sprock
0,0,v5,3,,wug,no,true,wug,nomodifier,12/3/2019,13:48,4891,1,left,left,false,false,zorp
0,0,v5,4,new,koba,yes,false,koba,new,12/3/2019,13:48,5781,1,left,right,true,true,blicket
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v4,1,new,wug,no,true,wug,new,12/3/2019,13:49,9587,2,right,right,false,true,zorp
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v4,2,,gade,no,true,gade,nomodifier,12/3/2019,13:49,6835,2,right,right,true,false,sprock
0,0,v8,1,new,zorp,no,true,zorp,new,12/3/2019,13:50,4019,2,right,right,false,true,wug
0,0,v4,3,,koba,yes,true,koba,nomodifier,12/3/2019,13:49,5498,1,left,left,true,true,blicket
0,0,v8,2,,sprock,no,true,sprock,nomodifier,12/3/2019,13:50,4104,2,right,right,true,false,gade
0,0,v4,4,new,toma,yes,true,toma,new,12/3/2019,13:49,4019,1,left,left,false,false,boti
0,0,v8,3,new,boti,yes,true,boti,new,12/3/2019,13:50,4188,1,left,left,true,true,toma
0,0,v8,4,,blicket,yes,true,blicket,nomodifier,12/3/2019,13:50,11715,1,left,left,false,false,koba
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v3,1,new,blicket,no,false,blicket,new,12/3/2019,13:52,9644,1,left,right,false,false,koba
0,0,v3,2,new,sprock,yes,false,sprock,new,12/3/2019,13:52,4391,1,left,right,true,true,gade
0,0,v3,3,,wug,yes,true,wug,nomodifier,12/3/2019,13:52,6297,2,right,right,false,true,zorp
0,0,v3,4,,toma,no,true,toma,nomodifier,12/3/2019,13:52,8828,2,right,right,true,false,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v4,1,,gade,no,true,gade,nomodifier,12/3/2019,13:54,7237,1,left,left,false,false,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v5,1,new,koba,yes,false,koba,new,12/3/2019,13:55,27873,1,left,right,true,true,blicket
0,0,v6,1,new,zorp,yes,true,zorp,new,12/3/2019,13:56,5253,2,right,right,true,false,wug
0,0,v5,2,,wug,no,true,wug,nomodifier,12/3/2019,13:55,7835,2,right,right,false,true,zorp
0,0,v6,2,new,boti,no,true,boti,new,12/3/2019,13:56,4828,1,left,left,true,true,toma
0,0,v5,3,,toma,yes,true,toma,nomodifier,12/3/2019,13:55,4390,2,right,right,true,false,boti
0,0,v6,3,,gade,yes,true,gade,nomodifier,12/3/2019,13:56,5128,1,left,left,false,false,sprock
0,0,v5,4,new,gade,no,false,gade,new,12/3/2019,13:55,4725,1,left,right,false,false,sprock
0,0,v6,4,,koba,no,true,koba,nomodifier,12/3/2019,13:56,4529,2,right,right,false,true,blicket
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
6,5,v5,1,,toma,yes,true,toma,nomodifier,12/3/2019,14:00,5630,1,left,left,true,true,boti
6,5,v5,2,new,koba,yes,true,koba,new,12/3/2019,14:00,4974,2,right,right,false,true,blicket
6,5,v5,3,,wug,no,false,wug,nomodifier,12/3/2019,14:00,5280,1,left,right,false,false,zorp
6,5,v5,4,new,gade,no,true,gade,new,12/3/2019,14:00,5113,2,right,right,true,false,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
7,3,v2,1,new,toma,no,false,toma,new,12/3/2019,14:10,7150,2,right,left,false,true,boti
7,3,v2,2,new,wug,yes,true,wug,new,12/3/2019,14:10,11452,1,left,left,true,true,zorp
7,3,v2,3,,sprock,yes,true,sprock,nomodifier,12/3/2019,14:10,6133,1,left,left,false,false,gade
7,3,v2,4,,blicket,no,false,blicket,nomodifier,12/3/2019,14:10,6815,2,right,left,true,false,koba
0,0,v3,1,new,sprock,yes,true,sprock,new,12/3/2019,14:05,612957,2,right,right,true,false,gade
0,0,v3,2,new,blicket,no,true,blicket,new,12/3/2019,14:05,6058,1,left,left,false,false,koba
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
8,6,v2,1,new,toma,no,false,toma,new,12/3/2019,14:20,7607,1,left,right,false,false,boti
8,6,v2,2,,sprock,yes,true,sprock,nomodifier,12/3/2019,14:20,5116,2,right,right,true,false,gade
8,6,v2,3,new,wug,yes,true,wug,new,12/3/2019,14:20,7000,2,right,right,false,true,zorp
8,6,v2,4,,blicket,no,false,blicket,nomodifier,12/3/2019,14:20,4849,1,left,right,true,true,koba
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
9,5,v8,1,,blicket,yes,true,blicket,nomodifier,12/3/2019,14:23,5270,1,left,left,true,true,koba
9,5,v8,2,,sprock,no,false,sprock,nomodifier,12/3/2019,14:23,5035,2,right,left,true,false,gade
9,5,v8,3,new,zorp,no,false,zorp,new,12/3/2019,14:23,5437,2,right,left,false,true,wug
9,5,v8,4,new,boti,yes,true,boti,new,12/3/2019,14:23,5286,1,left,left,false,false,toma
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v2,1,,blicket,no,true,blicket,nomodifier,12/3/2019,14:29,8242,2,right,right,true,false,koba
0,0,v2,2,new,wug,yes,false,wug,new,12/3/2019,14:29,4034,1,left,right,false,false,zorp
0,0,v2,3,new,toma,no,true,toma,new,12/3/2019,14:29,5644,2,right,right,false,true,boti
0,0,v2,4,,sprock,yes,true,sprock,nomodifier,12/3/2019,14:29,5628,1,left,left,true,true,gade
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
0,0,v5,1,,toma,yes,true,toma,nomodifier,12/3/2019,14:30,6332,2,right,right,true,false,boti
0,0,v5,2,new,koba,yes,true,koba,new,12/3/2019,14:30,6538,2,right,right,false,true,blicket
0,0,v5,3,,wug,no,true,wug,nomodifier,12/3/2019,14:30,6647,1,left,left,false,false,zorp
0,0,v5,4,new,gade,no,false,gade,new,12/3/2019,14:30,5201,1,left,right,true,true,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
10,4,v7,1,,zorp,yes,true,zorp,nomodifier,12/3/2019,14:41,5347,2,right,right,true,false,wug
10,4,v7,2,,boti,no,false,boti,nomodifier,12/3/2019,14:41,4590,1,left,right,true,true,toma
10,4,v7,3,new,koba,no,false,koba,new,12/3/2019,14:41,6373,2,right,left,false,true,blicket
10,4,v7,4,new,gade,yes,true,gade,new,12/3/2019,14:41,5333,1,left,left,false,false,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
