subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
26,4,v3,7,new,koba,no,TRUE,koba,new,7/15/19,11:05,4845,2,right,right
25,6,v4,8,,blicket,yes,TRUE,blicket,nomodifier,7/15/19,12:18,4874,2,right,right
26,4,v3,8,new,gade,yes,TRUE,gade,new,7/15/19,11:05,7971,2,right,right
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
0,0,v4,1,,koba,yes,FALSE,koba,nomodifier,7/15/19,13:16,9324,1,left,right
0,0,v4,2,,gade,no,FALSE,gade,nomodifier,7/15/19,13:16,13137,1,left,right
0,0,v4,3,,sprock,no,TRUE,sprock,nomodifier,7/15/19,13:16,2600,1,left,left
0,0,v4,4,,blicket,yes,TRUE,blicket,nomodifier,7/15/19,13:16,1490,2,right,right
0,0,v4,5,new,zorp,no,FALSE,zorp,new,7/15/19,13:16,2705,1,left,right
0,0,v4,6,new,toma,yes,TRUE,toma,new,7/15/19,13:16,2687,1,left,left
0,0,v4,7,new,boti,yes,TRUE,boti,new,7/15/19,13:16,10534,2,right,right
0,0,v4,8,new,wug,no,TRUE,wug,new,7/15/19,13:16,3217,2,right,right
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
0,0,v3,1,,zorp,yes,TRUE,zorp,nomodifier,7/15/19,13:58,8538,2,right,right
0,0,v3,2,,boti,no,FALSE,boti,nomodifier,7/15/19,13:58,2460,1,left,right
0,0,v3,3,new,sprock,yes,TRUE,sprock,new,7/15/19,13:58,8092,2,right,right
0,0,v3,4,,wug,yes,TRUE,wug,nomodifier,7/15/19,13:58,2456,2,right,right
0,0,v3,5,new,blicket,no,TRUE,blicket,new,7/15/19,13:58,1771,2,right,right
0,0,v3,6,,toma,no,FALSE,toma,nomodifier,7/15/19,13:58,1954,2,right,left
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
28,6,v3,1,new,koba,no,TRUE,koba,new,7/15/19,14:00,12905,1,left,left
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
27,4,v1,1,,wug,no,TRUE,wug,nomodifier,7/15/19,13:16,6494,1,left,left
27,4,v1,2,new,koba,yes,TRUE,koba,new,7/15/19,13:16,3613,1,left,left
28,6,v3,2,,zorp,yes,TRUE,zorp,nomodifier,7/15/19,14:00,38368,2,right,right
27,4,v1,3,,toma,yes,TRUE,toma,nomodifier,7/15/19,13:16,10850,1,left,left
28,6,v3,3,new,gade,yes,TRUE,gade,new,7/15/19,14:00,7176,2,right,right
27,4,v1,4,,zorp,no,TRUE,zorp,nomodifier,7/15/19,13:16,5675,2,right,right
28,6,v3,4,,boti,no,FALSE,boti,nomodifier,7/15/19,14:00,5176,1,left,right
28,6,v3,5,,toma,no,TRUE,toma,nomodifier,7/15/19,14:00,4083,2,right,right
27,4,v1,5,,boti,yes,TRUE,boti,nomodifier,7/15/19,13:16,11548,1,left,left
27,4,v1,6,new,blicket,yes,TRUE,blicket,new,7/15/19,13:16,1693,1,left,left
27,4,v1,7,new,gade,no,FALSE,gade,new,7/15/19,13:16,5864,2,right,left
28,6,v3,6,new,blicket,no,FALSE,blicket,new,7/15/19,14:00,21401,2,right,left
27,4,v1,8,new,sprock,no,TRUE,sprock,new,7/15/19,13:16,2602,2,right,right
28,6,v3,7,new,sprock,yes,FALSE,sprock,new,7/15/19,14:00,2905,1,left,right
28,6,v3,8,,wug,yes,FALSE,wug,nomodifier,7/15/19,14:00,32420,2,right,left
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
29,6,v1,1,new,koba,yes,FALSE,koba,new,7/15/19,14:22,7670,1,left,right
29,6,v1,2,new,sprock,no,FALSE,sprock,new,7/15/19,14:22,3204,2,right,left
29,6,v1,3,new,blicket,yes,FALSE,blicket,new,7/15/19,14:22,4269,2,right,left
29,6,v1,4,,zorp,no,FALSE,zorp,nomodifier,7/15/19,14:22,5691,2,right,left
29,6,v1,5,,boti,yes,FALSE,boti,nomodifier,7/15/19,14:22,2772,2,right,left
29,6,v1,6,,toma,yes,TRUE,toma,nomodifier,7/15/19,14:22,4578,1,left,left
29,6,v1,7,,wug,no,FALSE,wug,nomodifier,7/15/19,14:22,2840,2,right,left
29,6,v1,8,new,gade,no,FALSE,gade,new,7/15/19,14:22,3922,1,left,right
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
31,4,v1,1,,wug,no,TRUE,wug,nomodifier,7/15/19,14:25,3598,2,right,right
31,4,v1,2,,zorp,no,TRUE,zorp,nomodifier,7/15/19,14:25,3292,2,right,right
31,4,v1,3,new,gade,no,TRUE,gade,new,7/15/19,14:25,3297,2,right,right
31,4,v1,4,,boti,yes,TRUE,boti,nomodifier,7/15/19,14:25,2723,2,right,right
31,4,v1,5,new,blicket,yes,TRUE,blicket,new,7/15/19,14:25,5191,1,left,left
31,4,v1,6,new,sprock,no,TRUE,sprock,new,7/15/19,14:25,2756,1,left,left
31,4,v1,7,,toma,yes,TRUE,toma,nomodifier,7/15/19,14:25,4661,1,left,left
31,4,v1,8,new,koba,yes,TRUE,koba,new,7/15/19,14:25,6208,1,left,left
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
32,5,v3,1,new,koba,no,TRUE,koba,new,7/15/19,14:25,5852,1,left,left
33,6,v1,1,,boti,yes,FALSE,boti,nomodifier,7/15/19,15:02,18849,1,left,right
32,5,v3,2,,boti,no,TRUE,boti,nomodifier,7/15/19,14:25,2791,2,right,right
33,6,v1,2,new,gade,no,TRUE,gade,new,7/15/19,15:02,6841,2,right,right
32,5,v3,3,new,blicket,no,TRUE,blicket,new,7/15/19,14:25,3258,1,left,left
33,6,v1,3,new,blicket,yes,TRUE,blicket,new,7/15/19,15:02,1833,2,right,right
32,5,v3,4,,toma,no,TRUE,toma,nomodifier,7/15/19,14:25,4472,1,left,left
33,6,v1,4,,toma,yes,TRUE,toma,nomodifier,7/15/19,15:02,1503,2,right,right
32,5,v3,5,,wug,yes,TRUE,wug,nomodifier,7/15/19,14:25,11263,2,right,right
33,6,v1,5,,zorp,no,TRUE,zorp,nomodifier,7/15/19,15:02,5331,1,left,left
32,5,v3,6,,zorp,yes,TRUE,zorp,nomodifier,7/15/19,14:25,3073,2,right,right
33,6,v1,6,new,koba,yes,FALSE,koba,new,7/15/19,15:02,7447,2,right,left
33,6,v2,1,,blicket,no,FALSE,blicket,nomodifier,7/15/19,14:34,20256,1,left,right
32,5,v3,7,new,gade,yes,FALSE,gade,new,7/15/19,14:25,5544,1,left,right
33,6,v2,2,,koba,no,TRUE,koba,nomodifier,7/15/19,14:34,5046,2,right,right
33,6,v1,7,,wug,no,TRUE,wug,nomodifier,7/15/19,15:02,7907,1,left,left
32,5,v3,8,new,sprock,yes,TRUE,sprock,new,7/15/19,14:25,2581,2,right,right
33,6,v1,8,new,sprock,no,TRUE,sprock,new,7/15/19,15:02,1919,1,left,left
33,6,v2,3,,gade,yes,TRUE,gade,nomodifier,7/15/19,14:34,7470,2,right,right
33,6,v2,4,new,boti,no,TRUE,boti,new,7/15/19,14:34,2906,2,right,right
33,6,v2,5,,sprock,yes,TRUE,sprock,nomodifier,7/15/19,14:34,4848,2,right,right
33,6,v2,6,new,wug,yes,TRUE,wug,new,7/15/19,14:34,2662,2,right,right
33,6,v2,7,new,toma,no,FALSE,toma,new,7/15/19,14:34,9370,2,right,left
33,6,v2,8,new,zorp,yes,TRUE,zorp,new,7/15/19,14:34,3770,2,right,right
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
0,0,v1,1,,boti,yes,TRUE,boti,nomodifier,7/15/19,15:55,4855,1,left,left
subid, subage, version, counter, mod, targetname, response, chosetarget, targetname,modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside 
35,4,v4,1,new,boti,yes,TRUE,boti,new,7/15/19,15:57,2704,2,right,right
35,4,v4,2,,sprock,no,TRUE,sprock,nomodifier,7/15/19,15:57,3904,1,left,left
35,4,v4,3,new,wug,no,TRUE,wug,new,7/15/19,15:57,2543,2,right,right
35,4,v4,4,,blicket,yes,TRUE,blicket,nomodifier,7/15/19,15:57,3759,1,left,left
35,4,v4,5,new,zorp,no,TRUE,zorp,new,7/15/19,15:57,2817,1,left,left
35,4,v4,6,new,toma,yes,TRUE,toma,new,7/15/19,15:57,2564,2,right,right
35,4,v4,7,,koba,yes,TRUE,koba,nomodifier,7/15/19,15:57,2417,2,right,right
35,4,v4,8,,gade,no,TRUE,gade,nomodifier,7/15/19,15:57,2832,2,right,right
